issue,url,title,state,created,closed,labels,thread_type,verdict,duplicate_of,n_causes,cause_ids,categories,strengths,evidence_kinds,n_ruled_out,ruled_out_findings,summary,evidence
30919,https://github.com/mrdoob/three.js/issues/30919,src: Use chain style.,CLOSED,2025-04-12,2025-04-15,Suggestion,other_nonperf,incidental,,0,,,,,0,,Style suggestion to use chained calls in src; performance explicitly untested and irrelevant. Maintainer declined.,
30931,https://github.com/mrdoob/three.js/issues/30931,TrackballControls does not support on-demand rendering like OrbitControls,OPEN,2025-04-15,,Addons,correctness_bug,cause_asserted_unverified,,1,AAM-02,app_api_misuse,reporter_asserted,observed_cost,0,,"TrackballControls does not fire 'change' on wheel zoom, breaking on-demand rendering so apps must render in a continuous loop.","body: ""does not emit the `change` event on all interactions (such as mouse wheel zoom)"""
30955,https://github.com/mrdoob/three.js/issues/30955,WebGPURenderer: Geometry transformations are broken at large scales,CLOSED,2025-04-19,2025-04-20,,correctness_bug,cause_established,,1,LUU-08,lights_uniforms_ubo,maintainer_confirmed,proposed_optimization,1,modelViewMatrix computed on GPU rather than per-object on CPU (traded precision for performance),"WebGPURenderer computes modelViewMatrix on GPU (fp32) instead of CPU for performance, causing precision jitter at large coordinates; high-precision nodes exist as opt-in.","sunag: ""the differences are quite significant in relation to performance especially if we want to use a `RenderBundle`"""
30982,https://github.com/mrdoob/three.js/issues/30982,Add support for dispatchWorkgroupsIndirect,CLOSED,2025-04-23,2025-10-27,WebGPURenderer,perf_feature_request,cause_asserted_unverified,,0,,,,,0,,Request for dispatchWorkgroupsIndirect so compute dispatch counts derived from GPU output don't require a CPU readback/round-trip; implemented in #31488.,
31019,https://github.com/mrdoob/three.js/issues/31019,Add layer option for createEquirectLayer,CLOSED,2025-04-28,2025-04-29,,perf_feature_request,cause_asserted_unverified,,1,TUD-05,texture_upload_decode,reporter_asserted,proposed_optimization,0,,"Request for API to create native WebXR equirect video layers, which avoid rendering video through the app's own textured mesh on Quest.","body: ""I've investigated the native video layers for Quest headsets for better performance."""
31055,https://github.com/mrdoob/three.js/issues/31055,The performance of the WebGPU Renderer is much slower than WebGL,CLOSED,2025-05-06,2025-05-06,Duplicate,perf_defect_report,duplicate,30560,0,,,,,0,,WebGPURenderer ~10x slower than WebGL with 3000 unbatched moving cubes; closed as duplicate of #30560 (UBO per-object uniform update cost).,
31056,https://github.com/mrdoob/three.js/issues/31056,"When using the WebGPU renderer, the second call to LineSegmentsGeometry.setPositions does not take effect",CLOSED,2025-05-06,2026-05-14,Addons,correctness_bug,cause_established,,1,GBU-01,geometry_buffer_updates,maintainer_confirmed,proposed_optimization,0,,"LineSegmentsGeometry.setPositions replaces attributes via setAttribute, which WebGPURenderer no longer honors; workaround of disposing/recreating geometry causes VRAM churn.","Mugen87: ""Ideally the implementation would not use `setAttribute()` twice but only once when no attributes are defined yet."""
31086,https://github.com/mrdoob/three.js/issues/31086,WEBGL // UBO (Uniform Buffer Object) with `onBeforeCompile` is not working.,CLOSED,2025-05-12,2025-05-12,Question,perf_question_or_help,cause_established,,1,LUU-07,lights_uniforms_ubo,maintainer_confirmed,observed_cost,0,,UBOs only supported for ShaderMaterial/RawShaderMaterial in WebGLRenderer; maintainer notes deeper UBO integration is blocked by a known uniform-update performance problem (#30560).,"Mugen87: ""encountered a performance issue when updating uniform values"""
31093,https://github.com/mrdoob/three.js/issues/31093,Texture updates seem to execute faster calling texImage2D than using built-in functionality,CLOSED,2025-05-13,2025-05-15,,perf_defect_report,cause_established,,1,TUD-11,texture_upload_decode,reporter_asserted,observed_cost,0,,Full 3k texture updates via DataTexture (texStorage2D + texSubImage2D) profiled 1.5–3.5ms vs 0.6–1.0ms for direct texImage2D; reporter later found texStorage/texSubImage path is itself slow. Closed for lack of clean repro (Electron/angular).,"""it shows that texSubImage2D takes 1.5 to 3.5ms"" vs ""around 0.6ms to 1.0ms for a 3000 x 3000 texture""; later ""I tried to replace the glTexImage2D call with glTexStorage2D and use glTexSubImage2D when updating it. This then resulted in a similar slower texture update."""
31173,https://github.com/mrdoob/three.js/issues/31173,Understanding building / accessing a material map in an abstract way inside a Fn function without passing an argument,CLOSED,2025-05-26,2025-05-28,TSL,perf_question_or_help,cause_asserted_unverified,,1,SPC-04,shader_program_compilation,reporter_asserted,observed_cost,0,,"Passing material.map as an Fn argument prevents node pre-computation, so the TSL node graph/shader is rebuilt per material; fix is uniform texture with onObjectUpdate to share one precomputed function.","body: ""Assigning a non computed Fn into a node, increases building time X materials required to be built"""
31338,https://github.com/mrdoob/three.js/issues/31338,Limit buffer geometry updates,CLOSED,2025-06-30,2025-07-19,Enhancement,perf_feature_request,cause_established,,2,GBU-03; SPC-11,geometry_buffer_updates; shader_program_compilation,measured; measured,observed_cost; observed_cost,0,,Request for a budgeting mechanism to limit per-frame geometry buffer uploads; profiling showed shader compilation dominates and bufferSubData cost only matters at very large vertex counts. Closed without repro.,"gkjohnson: ""buffer attribute updates start to become more noticeable at 1 million + vertices"" || Mugen87: ""`setProgram()` (which also compiles the shader) takes more time than anything else in the renderer"""
31350,https://github.com/mrdoob/three.js/issues/31350,Error in PBR materials,CLOSED,2025-07-01,2025-11-19,Needs Investigation,correctness_bug,cause_asserted_unverified,,1,CAH-04,core_algorithmic_hotpath,speculative,hypothetical,0,,PBR energy-conservation/iridescence mismatch vs glTF spec; performance mentioned as a tradeoff of the separate dielectric/metal BRDF model.,"WestLangley: ""I would expect it is computationally more expensive than the three.js implementation, but that would have to be tested."""
31367,https://github.com/mrdoob/three.js/issues/31367,An error occurred when SkyMesh and ao were used simultaneously,CLOSED,2025-07-05,2025-07-11,Nodes,correctness_bug,incidental,,0,,,,,0,,WebGPU pipeline validation error when SkyMesh (no normal output) is used with MRT + GTAO; 'performance' only appears in a pasted code comment.,
31520,https://github.com/mrdoob/three.js/issues/31520,Typescript Errors since 0.162.0,CLOSED,2025-07-28,2025-07-28,,other_nonperf,incidental,,0,,,,,0,,TypeScript type errors after upgrading @types/three; redirected to three-ts-types repo. 'performance' only appears as a package name.,
31565,https://github.com/mrdoob/three.js/issues/31565,Major performance regression in Webgpu volume caustic example from v178 to v179,CLOSED,2025-08-04,2025-08-07,Regression,perf_regression_report,cause_asserted_unverified,,1,RTP-17,render_target_postprocessing,maintainer_confirmed,observed_cost,0,,WebGPU volume caustics example drops from 120fps to 30fps between r178 and r179; maintainer bisected to PR #31343 (Gaussian blur changes).,"sunag: ""Probably because of the improvements in Gaussian blur""; Mugen87: ""I had a closer look and the regression starts with #31343."""
31610,https://github.com/mrdoob/three.js/issues/31610,Does a second outputStruct make sense?,CLOSED,2025-08-09,2025-08-29,TSL,perf_feature_request,cause_asserted_unverified,,1,AAM-06,app_api_misuse,reporter_asserted,proposed_optimization,0,,"Request to return a struct from a single fragment shader for MRT output, to avoid duplicating normal calculations in a second fragment shader. Closed pending a compelling use case.","""I'm currently using two fragment shaders with the outputStruct. In the second one, however, I repeat exactly the same calculations as in the first one for the normals."" — but reporter also says ""Admittedly, this isn't a bottleneck."""
31614,https://github.com/mrdoob/three.js/issues/31614,Feature Request: Add Fire/Flame Effect Example with WebGPU/TSL,CLOSED,2025-08-10,2025-08-11,Help (please use the forum),perf_feature_request,no_mechanism,,0,,,,,0,,Request for an official volumetric fire/TSL example; redirected to forum/third-party. Performance only mentioned as a feature of the referenced library.,
31624,https://github.com/mrdoob/three.js/issues/31624,SSRPass: Resolution Scale?,CLOSED,2025-08-11,2025-08-12,Enhancement,perf_feature_request,cause_established,,1,RTP-01,render_target_postprocessing,maintainer_confirmed,proposed_optimization,0,,Request for resolution scaling in SSRPass; SSR at full resolution is too expensive on mobile. Mugen87 added resolution scale to SSRPass (SSRNode already had it).,"Mugen87: ""I have reconsidered your use case and I agree for a useful SSR you want resolution scaling in place. I've added it to `SSRPass`"""
31636,https://github.com/mrdoob/three.js/issues/31636,TSL: Store nodes in temporary variables if they are used in a loop,CLOSED,2025-08-13,2025-09-28,Bug; TSL,perf_defect_report,cause_established,,1,CAH-14,core_algorithmic_hotpath,maintainer_confirmed,observed_cost,0,,"TSL does not hoist a node computed outside a loop into a temporary variable, so its expensive computation is re-emitted inside the loop body and executed every iteration.","sunag: ""I’m working on a strategy to define the variable in a function call in case there’s an internal loop."" and ""this issue to me is a bug"""
31660,https://github.com/mrdoob/three.js/issues/31660,TSL: envNode with renderTarget does not update,CLOSED,2025-08-16,2025-08-16,,correctness_bug,incidental,,0,,,,,0,,Equirect render target assigned to envNode/envMap isn't updated because PMREM/CubeMapNode don't detect changes; fixed with needsPMREMUpdate. Perf only mentioned as an aside about baked envmap grids.,
31672,https://github.com/mrdoob/three.js/issues/31672,WebXR: Frustum culling inconsistency between renderers,OPEN,2025-08-18,,WebXR,perf_defect_report,no_mechanism,,0,,,,,0,,Frustum culling inconsistency between WebGLRenderer (union frustum via setProjectionFromUnion) and WebGPURenderer (per-camera FrustumArray) for XR ArrayCameras; perf impact of the difference explicitly unknown.,
31674,https://github.com/mrdoob/three.js/issues/31674,TSL: Slow compilation time,OPEN,2025-08-18,,TSL,perf_defect_report,cause_established,,2,WBO-02; SPC-03,webgpu_backend_overhead; shader_program_compilation,reporter_asserted; reporter_asserted,proposed_optimization; observed_cost,0,,"Large TSL shaders take ~8s to compile; investigation found excessive redundant createBindGroupLayout calls due to broken bindingsReference caching, plus node build/getNodeType overhead.","cmhhelgeson: ""The number of generated bind group layouts went down from around 120 to a maximum of 11 after camera motion."" || body: ""creating 40 TSL shaders on init, which takes ~8 seconds to compile after first render call"""
31675,https://github.com/mrdoob/three.js/issues/31675,WebGPURenderer: MeshPhysicalMaterial creation is 10x slower than in WebGLRenderer,CLOSED,2025-08-18,2025-08-29,Nodes,perf_defect_report,duplicate,,0,,,,,0,,MeshPhysicalMaterial creation is 10x slower under WebGPURenderer due to uncached repeated getNodeType chains during node material setup; PR #31691 cut 70ms->20ms per 100 materials.,
31750,https://github.com/mrdoob/three.js/issues/31750,WebGPU: UV flips Y on WebGL fallback when a texture node is reused,CLOSED,2025-08-26,2025-09-26,Bug; Nodes,correctness_bug,cause_established,,1,SPC-01,shader_program_compilation,maintainer_confirmed,hypothetical,0,,"Reusing a TextureNode across passes bakes the flipY into shader code at setup time, so a render-target texture assigned later isn't flipped. Discussion covers why per-exchange re-setup is rejected on perf grounds.","Mugen87: ""Enforcing a setup per texture exchange is not an option since that results in too much overhead."""
31815,https://github.com/mrdoob/three.js/issues/31815,Support for InstancedMesh inside BundleGroup,CLOSED,2025-09-03,2026-06-18,Enhancement; WebGPURenderer,perf_feature_request,cause_asserted_unverified,,1,IBL-06,instancing_batching_limits,reporter_asserted,proposed_optimization,0,,Request to support InstancedMesh inside BundleGroup/RenderBundle in WebGPURenderer to reduce per-draw overhead for thousands of instances.,"body: ""using InstancedMesh inside BundleGroup is not documented and not work correctly"""
31866,https://github.com/mrdoob/three.js/issues/31866,TSL: `onDispose` listeners on PMREM textures grow indefinitely,CLOSED,2025-09-09,2025-09-09,Bug; WebGPURenderer,perf_defect_report,cause_asserted_unverified,,1,MLD-03,memory_leak_disposal,reporter_asserted,observed_cost,0,,"Sampler.js recreates the onDispose closure each call so removeEventListener fails, causing dispose listener arrays on PMREM/cube textures to grow unbounded and degrade frame time over time.","shotamatsuda: ""`removeEventListener` fails because `onDispose` is recreated every call"""
31872,https://github.com/mrdoob/three.js/issues/31872,TSL: Perfomance degradation when `map` and shadow map are used on materials,CLOSED,2025-09-10,2025-09-12,Regression; WebGPURenderer,perf_regression_report,cause_established,,1,SPC-07,shader_program_compilation,maintainer_confirmed,observed_cost,0,,"Regression from PR #31803: with map + shadow map, nodes are rebuilt every frame, tanking frame rate; confirmed by revert.","Mugen87: ""I can confirm reverting https://github.com/mrdoob/three.js/pull/31803 fixes the performance issue."""
31892,https://github.com/mrdoob/three.js/issues/31892,TRAANode: Reduce ghosting during motion.,OPEN,2025-09-12,,Post-processing,perf_defect_report,ruled_out_or_no_cause,,0,,,,,2,"TRAANode blends the history buffer without depth/disocclusion rejection, so history from moving or newly-disoccluded regions is accumulated, producing ghosting/smearing || TRAANode reuses SSAA's jitter offsets (diagonal low-frequency correlation) rather than a low-discrepancy Halton sequence, repeatedly shifting the image by 1px diagonally",TRAANode ghosting/smearing due to naive history accumulation without depth/disocclusion rejection; jitter pattern copied from SSAA rather than a low-discrepancy sequence.,
31935,https://github.com/mrdoob/three.js/issues/31935,BatchedMesh support for multiDraw*Instanced rendering,OPEN,2025-09-24,,Suggestion,perf_feature_request,cause_established,,2,IBL-02; DBD-01,instancing_batching_limits; device_browser_driver,measured; upstream_bug,observed_cost; observed_cost,0,,BatchedMesh's emulation of instancing via repeated multiDrawElements entries is ~1.5-2x slower than multiDrawElementsInstanced; traced to a suspected Chromium/ANGLE multidraw bottleneck.,"body: ""The current implementation emulates instancing by repeating the multidraw[Array|Elements] API parameters. Nonetheless, this approach is slower when compared to its instantiated flavor."" || gkjohnson: ""which suggests there is some bug in the underlying graphics wrapper for WebGL used by browsers"""
31959,https://github.com/mrdoob/three.js/issues/31959,WebGPU + Draco + KHR_mesh_quantization,CLOSED,2025-09-27,2025-10-15,Bug; Loaders; WebGPURenderer,correctness_bug,cause_established,,1,LPC-06,loader_parse_cost,maintainer_confirmed,observed_cost,0,,Draco + KHR_mesh_quantization produces unpadded vertex attributes (arrayStride not multiple of 4) invalid for WebGPU; the workaround of expanding to Float32Array on the main thread is slow.,"donmccurdy: ""doesn't appear to support padding for data alignment. Unless the Draco decoder has an option I've missed, we'd have to copy the vertex data and add padding as @samevision describes above. We could do this in a Web Worker (where the decoding runs already) but it's less than ideal from a "
32001,https://github.com/mrdoob/three.js/issues/32001,LineMaterial webgl shader crashes with big line width,CLOSED,2025-10-02,2025-10-07,,perf_defect_report,cause_asserted_unverified,,1,FOR-01,fillrate_overdraw_resolution,speculative,observed_cost,0,,2M wide LineSegments2 with linewidth 500 causes context loss on some machines; maintainer attributes slowness to fragment-bound massive overdraw.,"""I suspect the demo is fragment-shader bound and there is probably not much we can do about it. I could imagine though that a lot of overdraw happens"""
32020,https://github.com/mrdoob/three.js/issues/32020,"In WebGPURenderer, why does using a different camera cause renderContext to switch?",CLOSED,2025-10-06,2025-10-22,WebGPURenderer,perf_question_or_help,cause_established,,2,WBO-05; AAM-01,webgpu_backend_overhead; app_api_misuse,maintainer_confirmed; maintainer_confirmed,observed_cost; observed_cost,0,,"Switching/cloning cameras each frame in WebGPURenderer creates a new render context per camera, incurring one-time internal entity creation cost that is higher than in WebGLRenderer.","Mugen87: ""The overhead you see is a one-time cost that is required to create internal entities per state."" and ""You've cloned your camera in every frame which is no valid use case"" || ""You've cloned your camera in every frame which is no valid use case"""
32123,https://github.com/mrdoob/three.js/issues/32123,WebGPU: Dispose event listeners on `FramebufferTexture` grow indefinitely when rendering into multiple `CanvasTarget`s,CLOSED,2025-10-26,2025-10-27,Bug; WebGPURenderer,perf_defect_report,cause_established,,1,MLD-03,memory_leak_disposal,reporter_asserted,observed_cost,0,,"Rendering into multiple differently-sized CanvasTargets makes dispose event listeners on the internal FramebufferTexture accumulate every frame, degrading performance over time.","body: ""Heap snapshots point to the code that attaches the event listeners in question"" plus ""Track renderer._frameBufferTarget.textures[0]._listeners.dispose.length to confirm the growth."""
32191,https://github.com/mrdoob/three.js/issues/32191,Inspector is not working currectly,CLOSED,2025-11-05,2025-11-06,Addons,other_nonperf,incidental,,0,,,,,0,,Inspector throws a TypeError when render() is deferred by async/await inside the animation loop; performance only mentioned as an aside ('performance monitor').,
32202,https://github.com/mrdoob/three.js/issues/32202,[Regression] `v0.181.0` Breaks Lighting on Android,CLOSED,2025-11-06,2025-11-10,Regression,correctness_bug,no_mechanism,,0,,,,,0,,"r181 PMREM change broke IBL lighting on Android; cause was insufficient float precision (mediump vs highp) in the PMREM shader path, fixed in #32225 / 0.181.1.",
32214,https://github.com/mrdoob/three.js/issues/32214,Examples: FPS indicator stops working in Render Bundle demo.,CLOSED,2025-11-07,2025-11-08,,other_nonperf,incidental,,0,,,,,0,,"FPS indicator UI breaks in the renderbundle example because toggling checkboxes calls init() repeatedly, recreating GUI and resize listeners; a demo/UI bug, not a perf mechanism.",
32273,https://github.com/mrdoob/three.js/issues/32273,Support single pass with MSAA for WebGLBackend,CLOSED,2025-11-15,2025-11-15,WebGL Backend,perf_feature_request,cause_asserted_unverified,,1,RTP-02,render_target_postprocessing,reporter_asserted,observed_cost,0,,WebGPURenderer's mandatory second framebuffer-target pass for color space/tone mapping costs 2-4ms on low-end GPUs; can be avoided by setting NoToneMapping + LinearSRGBColorSpace.,"body: ""Having an extra (redundant when not using post processing) render pass, has a pretty huge overhead for a lot devices"""
32288,https://github.com/mrdoob/three.js/issues/32288,BufferGeometry.normalizeNormals() throws TypeError when normal attribute is missing,CLOSED,2025-11-16,2025-11-16,,correctness_bug,incidental,,0,,,,,0,,Missing normal attribute causes TypeError in normalizeNormals; maintainer declined validation citing performance cost of input validation.,
32305,https://github.com/mrdoob/three.js/issues/32305,support for occlusion culling,CLOSED,2025-11-18,2025-11-18,,perf_feature_request,cause_asserted_unverified,,1,CASI-05,culling_and_spatial_index,speculative,hypothetical,0,,Request for occlusion culling; frustum-only culling means fully hidden objects are still drawn. Maintainer points to WebGPU occlusion queries.,"body: ""currently the renderer supports only the frustum culling which may result in performance bottlenecks if there are soo many objects behind the wall"""
32340,https://github.com/mrdoob/three.js/issues/32340,ShapeUtils.triangulateShape should accept Vector2Like instead of relying on Vector2.equals,CLOSED,2025-11-24,2025-11-26,,perf_feature_request,cause_asserted_unverified,,1,PFAG-05,per_frame_allocation_gc,reporter_asserted,proposed_optimization,0,,Request to let triangulateShape accept plain objects to avoid mass Vector2 allocation; closed for lack of a demonstrated performance difference.,"body: ""forcing users to instantiate potentially large numbers of `Vector2` objects just to perform triangulation"""
32370,https://github.com/mrdoob/three.js/issues/32370,InstancedMesh does not correctly export with OBJExporter,CLOSED,2025-11-26,2025-11-26,,correctness_bug,cause_asserted_unverified,,1,DCO-05,draw_call_overhead,speculative,hypothetical,0,,OBJExporter ignores InstancedMesh instances; discussion notes that exporting instances as many separate meshes costs a draw call per object vs. one flattened geometry.,"mrdoob: 'GPU wise and Scene graph wise, producing an OBJ with 5000 meshes is much worse than producing a OBJ with 1 mesh that has flattened 5000 geometries.' prefaced by 'So, I think it's better to chose flattening for now', and disputed by the reporter"
32383,https://github.com/mrdoob/three.js/issues/32383,Swizzle mask support for Vectors,CLOSED,2025-11-26,2025-11-27,Suggestion,perf_feature_request,cause_asserted_unverified,,1,PFAG-01,per_frame_allocation_gc,maintainer_confirmed,hypothetical,0,,Vector swizzle() proposal rejected because it would hide per-call object allocation in hot loops.,"Mugen87: ""`swizzle()` will hide a lot of object creation that can introduce performance issues"""
32466,https://github.com/mrdoob/three.js/issues/32466,Inspector : GPU time miscalculation.,CLOSED,2025-12-03,2026-03-25,Bug; Addons,correctness_bug,cause_established,,0,,,,,0,,"Inspector reports inflated GPU time for bloom passes; attributed to CPU/GPU timestamp synchronization between performance.now() and async WebGPU timestamp queries. Not reproducible later, closed.",
32484,https://github.com/mrdoob/three.js/issues/32484,Incorrect arguments passed to gl.bufferSubData() when using updateRanges in WebGLAttributes.js,CLOSED,2025-12-05,2025-12-05,Help (please use the forum),perf_question_or_help,ruled_out_or_no_cause,,0,,,,,1,addUpdateRange start/count must be given in typed-array element units honoring itemSize; misuse causes wrong partial buffer uploads,Reporter believed bufferSubData updateRanges args were wrong; actually API misuse — start/count must be in array elements honoring itemSize. Without ranges the whole attribute is re-uploaded every frame.,
32524,https://github.com/mrdoob/three.js/issues/32524,WebGPURenderer: on camera switch the shader of skinned mesh is recompiled unnecessarily,CLOSED,2025-12-09,2025-12-31,Bug,perf_defect_report,cause_established,,1,SPC-02,shader_program_compilation,maintainer_confirmed,observed_cost,0,,"Switching cameras causes skinned-mesh shader regeneration/recompilation because bone UBO names embed a changing node.id, causing a shader cache miss; fixed by PRs #32546/#32557.",Mugen87: 'After #32546 and #32557 the performance issue should be fixed.' and sunag: 'The bug only highlights some things that we could improve internally.'; body: 'But it is triggering a cache miss and therefore a recompile.'
32582,https://github.com/mrdoob/three.js/issues/32582,Using the same material (Line2NodeMaterial) in WebGPU results in worse performance compared to using separate materials.,CLOSED,2025-12-19,2025-12-31,Bug; Nodes,perf_defect_report,no_mechanism,,0,,,,,0,,"Sharing one Line2NodeMaterial across 800 Line2 objects in WebGPU is far slower than per-object materials; no explanation given, thread closed without diagnosis.",
32597,https://github.com/mrdoob/three.js/issues/32597,Instanced mesh fails >=508 count (WebGPURenderer - WebGL2 fallback iOS <=16.2),CLOSED,2025-12-21,2025-12-30,Bug; WebGL Backend,correctness_bug,ruled_out_or_no_cause,,0,,,,,1,"InstanceNode allocates an instance-matrix UBO assuming a 64KB block size, exceeding the device's 16KB MAX_UNIFORM_BLOCK_SIZE, so instances beyond 507 silently fail to render",InstancedMesh with >=508 instances silently failed on iOS<=16.2 WebGL2 fallback: InstanceNode assumed 64KB UBO size while the device reports 16384 bytes MAX_UNIFORM_BLOCK_SIZE. Fixed on dev.,
32642,https://github.com/mrdoob/three.js/issues/32642,ViewportDepthTextureNode buffer caching breaks depth when using multiple targets.,CLOSED,2025-12-30,2026-01-03,Bug,correctness_bug,cause_established,,1,RTP-05,render_target_postprocessing,maintainer_confirmed,observed_cost,0,,ViewportDepthTextureNode's singleton shared depth buffer breaks depth with multiple render/canvas targets; the FRAME update type (introduced in #31591 for perf) causes stale data across render calls.,"Mugen87: ""the node will extract the contents of the current framebuffer for each render call. However, #31591 recently changed this for performance reasons."""
32675,https://github.com/mrdoob/three.js/issues/32675,WebGPURenderer: Potential performance regression starting with r176.,CLOSED,2026-01-06,2026-01-10,Regression,perf_regression_report,cause_established,,1,CAH-05,core_algorithmic_hotpath,maintainer_confirmed,observed_cost,0,,"WebGPURenderer CPU load rose sharply from r176/r178 onward due to added per-render-object validation and caching checks, lowering FPS on weaker CPUs.","Mugen87: ""certain validation and caching checks were missing in r172 that had to added in later versions"""
32686,https://github.com/mrdoob/three.js/issues/32686,"Regression: logarithmicDepthBuffer issues in v181, not present in v180 -- ""cut"" sprites",CLOSED,2026-01-08,2026-01-09,Regression,correctness_bug,incidental,,0,,,,,0,,Sprites get clipped with logarithmicDepthBuffer in r181; bisected to #32109 where positionView.z now uses clipSpace and once() isn't reapplied in the fragment stage. Reporter notes logarithmicDepthBuffer itself costs performance.,
32689,https://github.com/mrdoob/three.js/issues/32689,Framebuffer caching not working for ViewportDepthTextureNode and ViewporTextureNode when rendering to multiple canvases of different size,CLOSED,2026-01-08,2026-03-02,Bug; WebGPURenderer; Nodes,perf_defect_report,cause_established,,1,RTP-05,render_target_postprocessing,reporter_asserted,observed_cost,0,,"When rendering to multiple canvas targets of different sizes, viewport texture/depth caching fails and textures are destroyed and recreated 6 times per frame.","body: ""Notice that each frame 6 buffer textures are destroyed and created."""
32735,https://github.com/mrdoob/three.js/issues/32735,Inefficient compute pipeline caching mechanism in webGPU,OPEN,2026-01-12,,Enhancement; WebGPURenderer,perf_feature_request,cause_established,,2,SPC-17; CGSS-05,shader_program_compilation; cpu_gpu_sync_stall,maintainer_confirmed; reporter_asserted,proposed_optimization; proposed_optimization,0,,"Compute pipelines are cached by ComputeNode.id rather than shader source + binding layout, so N ComputeNodes with identical logic compile N GPUComputePipelines, preventing optimal batching.","sunag: ""It makes sense to reopen. From this perspective, the problem has not been entirely resolved."" and ""Even if we improved the internal cache, this would still require recompiling the nodes"" || ""we're calling `device.queue` three times, which is not as efficient as scheduling all three nodes at once"""
32776,https://github.com/mrdoob/three.js/issues/32776,webgpu SSR issue when combined with Sprites,CLOSED,2026-01-17,2026-01-20,WebGPURenderer,correctness_bug,incidental,,0,,,,,0,,"LensflareMesh writes bad normals/metalrough/depth into the MRT attachments used by SSR, showing the sprite quad outline; workaround is an opaque pre-pass or depthWrite=false.",
32779,https://github.com/mrdoob/three.js/issues/32779,blur samples for PCF shadows,CLOSED,2026-01-18,2026-01-30,Enhancement,perf_feature_request,cause_established,,2,SM-01; SPC-01,shadow_maps; shader_program_compilation,maintainer_confirmed; reporter_asserted,hypothetical; observed_cost,0,,"Request to make PCF shadow blurSamples configurable; rejected partly because high-sample/high-radius PCF is slower than VSM for soft shadows, and shader-side looping is too slow vs JS-side unrolling.","Mugen87: ""soft shadows with VSM perform better than PCF with a high radius and many samples"" || trusktr: ""the JS-side loop unrolling does not get re-built when `shadow.blurSamples` is updated (and shader-side looping is too slow)"""
32837,https://github.com/mrdoob/three.js/issues/32837,Performance degradation for SVGRenderer,CLOSED,2026-01-23,2026-03-21,Regression; Addons,perf_regression_report,cause_asserted_unverified,,1,TS-01,transparency_sorting,reporter_asserted,observed_cost,0,,"SVGRenderer became dramatically slower in r182 (seconds -> >1 minute timeout) for complex models, attributed to the new render-list sorting introduced by #32111/#32210.","body: ""After the change around r182 (the new render-list sorting), SVG rendering of complex models became dramatically slower"""
32894,https://github.com/mrdoob/three.js/issues/32894,DEFAULT_MATRIX_WORLD_AUTO_UPDATE and updateMatrixWorld(true) do not work as expected,CLOSED,2026-01-30,2026-01-31,Documentation,perf_question_or_help,incidental,,0,,,,,0,,Misuse of DEFAULT_MATRIX_WORLD_AUTO_UPDATE=false; force=true does not bypass matrixWorldAutoUpdate. Maintainer explains matrix update flags are a perf tuning knob and that adding a more dynamic mechanism costs performance.,
32903,https://github.com/mrdoob/three.js/issues/32903,Wireframe caching in getWireframeAttribute fails to update with geometryIndex.version,CLOSED,2026-01-30,2026-01-31,,correctness_bug,cause_established,,2,GBU-04; MLD-02,geometry_buffer_updates; memory_leak_disposal,maintainer_confirmed; maintainer_confirmed,observed_cost; observed_cost,0,,Wireframe index cache compares geometryIndex.version and goes stale after geometry.copy()/clone(); maintainer declines more dynamic attribute support because the extra per-object checks measurably raise renderer CPU load.,"Mugen87: ""This tiny change on its own adds overhead which is visible in Chrome's Task Manager as additional CPU load in our performance stress tests."" || Mugen87: ""By replacing existing attributes, you effectively create memory leaks since `dispose()` only works on geometry level."""
32916,https://github.com/mrdoob/three.js/issues/32916,WebGPURenderer performance trace analysis,CLOSED,2026-02-01,2026-05-23,Suggestion,perf_defect_report,cause_established,,4,CAH-05; TS-01; LUU-01; MWU-01,core_algorithmic_hotpath; transparency_sorting; lights_uniforms_ubo; matrix_world_updates,measured; measured; maintainer_confirmed; measured,observed_cost; observed_cost; observed_cost; observed_cost,0,,"CPU profile of WebGPURenderer example identifies ChainMap lookups, NodeMaterialObserver property comparisons, sorting, cache key strings, and UBO binding overhead as top CPU consumers.","body: ""37,647         │ get (ChainMap)         │ ChainMap.js"" || body: ""3,187          │ painterSortStable      │ RenderList.js:12"" || Mugen87: ""The by far biggest (WebGL related) CPU issues are actually not listed which is the UBO binding and update overhead (see #30560)"" || body: ""13,202         │ updateMatrixWorld      │ Object3D.js"""
32939,https://github.com/mrdoob/three.js/issues/32939,Batched mesh does not work correctly with wifreframe mode,CLOSED,2026-02-03,2026-02-04,Bug,correctness_bug,no_mechanism,,0,,,,,0,,BatchedMesh wireframe renders incorrectly (also on WebGL); performance only mentioned as an aside about workarounds.,
32940,https://github.com/mrdoob/three.js/issues/32940,"For the WebGPU and WebGL rendering engines, when loading 10,000 Mesh objects (with the same data and materials), WebGPU's rendering is slower than WebGL's. What is the principle behind this?",CLOSED,2026-02-03,2026-02-03,Duplicate,perf_question_or_help,duplicate,,0,,,,,0,,"WebGPURenderer slower than WebGL with 10,000 individual meshes; closed as duplicate of #26673/#30560.",
